Timestamp, Power
2012-12-06 04:17,78.8
2012-12-06 04:18,78.6
2012-12-06 04:19,79.2
2012-12-06 04:20,77.9
2012-12-06 04:21,77.5
2012-12-06 04:22,30.7
2012-12-06 04:23,25.1
2012-12-06 04:24,39.7
2012-12-06 04:25,96.3
2012-12-06 04:26,88.5
2012-12-06 04:27,95.2
2012-12-06 04:28,95.4
2012-12-06 04:29,96.2
2012-12-06 04:30,96.6
2012-12-06 04:31,94.7
2012-12-06 04:32,95.6
2012-12-06 04:33,26.6
2012-12-06 04:34,26.0
2012-12-06 04:35,27.6
2012-12-06 04:36,26.8
2012-12-06 04:37,53.6
2012-12-06 04:38,89.3
2012-12-06 04:39,93.9
2012-12-06 04:40,118.2
2012-12-06 04:41,99.4
2012-12-06 04:42,98.8
2012-12-06 04:43,102.1
2012-12-06 04:44,101.5
2012-12-06 04:45,155.3
2012-12-06 04:46,154.4
2012-12-06 04:47,158.9
2012-12-06 04:48,157.8
2012-12-06 04:49,156.8
2012-12-06 04:50,156.6
2012-12-06 04:51,154.4
2012-12-06 04:52,150.7
2012-12-06 04:53,152.0
2012-12-06 04:54,149.4
2012-12-06 04:55,97.9
2012-12-06 04:56,102.7
2012-12-06 04:57,111.8
2012-12-06 04:58,99.1
2012-12-06 04:59,98.1
2012-12-06 05:00,58.0
2012-12-06 05:01,70.7
2012-12-06 05:02,73.2
2012-12-06 05:03,70.3
2012-12-06 05:04,68.5
2012-12-06 05:05,111.3
2012-12-06 05:06,113.1
2012-12-06 05:07,118.4
2012-12-06 05:08,115.8
2012-12-06 05:09,227.7
2012-12-06 05:10,391.8
2012-12-06 05:11,380.2
2012-12-06 05:12,302.1
2012-12-06 05:13,301.6
2012-12-06 05:14,1425.7
2012-12-06 05:15,1474.7
2012-12-06 05:16,1478.3
2012-12-06 05:17,1478.4
2012-12-06 05:18,1471.9
2012-12-06 05:19,239.4
2012-12-06 05:20,1303.1
2012-12-06 05:21,1276.2
2012-12-06 05:22,1278.2
2012-12-06 05:23,178.0
2012-12-06 05:24,1284.6
2012-12-06 05:25,1283.9
2012-12-06 05:26,120.8
2012-12-06 05:27,127.9
2012-12-06 05:28,117.8
2012-12-06 05:29,117.0
2012-12-06 05:30,114.2
2012-12-06 05:31,129.8
2012-12-06 05:32,114.8
2012-12-06 05:33,115.7
2012-12-06 05:34,119.2
2012-12-06 05:35,114.1
2012-12-06 05:36,128.7
2012-12-06 05:37,115.1
2012-12-06 05:38,113.8
2012-12-06 05:39,268.5
2012-12-06 05:40,147.5
2012-12-06 05:41,142.7
2012-12-06 05:42,147.0
2012-12-06 05:43,142.9
2012-12-06 05:44,146.8
2012-12-06 05:45,144.1
2012-12-06 05:46,147.4
2012-12-06 05:47,143.6
2012-12-06 05:48,203.6
2012-12-06 05:49,202.5
2012-12-06 05:50,209.6
2012-12-06 05:51,214.8
2012-12-06 05:52,279.1
2012-12-06 05:53,262.5
2012-12-06 05:54,269.0
2012-12-06 05:55,271.1
2012-12-06 05:56,270.2
2012-12-06 05:57,269.6
2012-12-06 05:58,286.7
2012-12-06 05:59,216.0
2012-12-06 06:00,149.0
2012-12-06 06:01,147.8
2012-12-06 06:02,147.8
2012-12-06 06:03,147.3
2012-12-06 06:04,147.3
2012-12-06 06:05,146.8
2012-12-06 06:06,146.8
2012-12-06 06:07,212.9
2012-12-06 06:08,212.9
2012-12-06 06:09,200.2
2012-12-06 06:10,200.2
2012-12-06 06:11,211.6
2012-12-06 06:12,227.6
2012-12-06 06:13,209.5
2012-12-06 06:14,211.2
2012-12-06 06:15,220.3
2012-12-06 06:16,213.6
2012-12-06 06:17,211.5
2012-12-06 06:18,205.9
2012-12-06 06:19,295.6
2012-12-06 06:20,293.5
2012-12-06 06:21,292.0
2012-12-06 06:22,292.4
2012-12-06 06:23,242.0
2012-12-06 06:24,240.0
2012-12-06 06:25,238.5
2012-12-06 06:26,241.0
2012-12-06 06:27,241.3
2012-12-06 06:28,217.9
2012-12-06 06:29,214.8
2012-12-06 06:30,729.5
2012-12-06 06:31,213.5
2012-12-06 06:32,219.3
2012-12-06 06:33,215.6
2012-12-06 06:34,321.0
2012-12-06 06:35,321.0
2012-12-06 06:36,481.6
2012-12-06 06:37,481.6
2012-12-06 06:38,482.8
2012-12-06 06:39,479.1
2012-12-06 06:40,485.3
2012-12-06 06:41,442.4
2012-12-06 06:42,370.9
2012-12-06 06:43,371.8
2012-12-06 06:44,194.6
2012-12-06 06:45,194.1
2012-12-06 06:46,195.9
2012-12-06 06:47,196.0
2012-12-06 06:48,192.6
2012-12-06 06:49,191.7
2012-12-06 06:50,193.3
2012-12-06 06:51,197.1
2012-12-06 06:52,193.3
2012-12-06 06:53,192.8
2012-12-06 06:54,140.9
2012-12-06 06:55,140.5
2012-12-06 06:56,147.3
2012-12-06 06:57,154.4
2012-12-06 06:58,144.3
2012-12-06 06:59,146.2
2012-12-06 07:00,143.7
2012-12-06 07:01,145.3
2012-12-06 07:02,139.6
2012-12-06 07:03,144.5
2012-12-06 07:04,154.7
2012-12-06 07:05,145.6
2012-12-06 07:06,310.9
2012-12-06 07:07,319.9
2012-12-06 07:08,242.6
2012-12-06 07:09,239.3
2012-12-06 07:10,239.5
2012-12-06 07:11,140.2
2012-12-06 07:12,141.8
2012-12-06 07:13,155.3
2012-12-06 07:14,205.5
2012-12-06 07:15,196.0
2012-12-06 07:16,199.2
2012-12-06 07:17,193.9
2012-12-06 07:18,207.5
2012-12-06 07:19,269.9
2012-12-06 07:20,255.4
2012-12-06 07:21,265.9
2012-12-06 07:22,262.3
2012-12-06 07:23,277.2
2012-12-06 07:24,261.1
2012-12-06 07:25,261.8
2012-12-06 07:26,207.2
2012-12-06 07:27,142.9
2012-12-06 07:28,140.5
2012-12-06 07:29,139.8
2012-12-06 07:30,148.3
2012-12-06 07:31,138.8
2012-12-06 07:32,139.8
2012-12-06 07:33,138.5
2012-12-06 07:34,139.8
2012-12-06 07:35,140.0
2012-12-06 07:36,138.6
2012-12-06 07:37,144.9
2012-12-06 07:38,150.0
2012-12-06 07:39,139.8
2012-12-06 07:40,143.5
2012-12-06 07:41,142.9
2012-12-06 07:42,142.4
2012-12-06 07:43,140.9
2012-12-06 07:44,145.2
2012-12-06 07:45,145.1
2012-12-06 07:46,129.5
2012-12-06 07:47,198.0
2012-12-06 07:48,186.3
2012-12-06 07:49,186.4
2012-12-06 07:50,184.6
2012-12-06 07:51,185.3
2012-12-06 07:52,193.8
2012-12-06 07:53,183.1
2012-12-06 07:54,182.5
2012-12-06 07:55,181.8
2012-12-06 07:56,182.3
2012-12-06 07:57,181.4
2012-12-06 07:58,179.9
2012-12-06 07:59,128.5
2012-12-06 08:00,128.1
2012-12-06 08:01,128.6
2012-12-06 08:02,128.6
2012-12-06 08:03,128.3
2012-12-06 08:04,139.2
2012-12-06 08:05,128.0
2012-12-06 08:06,210.4
2012-12-06 08:07,192.4
2012-12-06 08:08,203.3
2012-12-06 08:09,198.9
2012-12-06 08:10,212.1
2012-12-06 08:11,197.7
2012-12-06 08:12,210.3
2012-12-06 08:13,196.1
2012-12-06 08:14,129.6
2012-12-06 08:15,128.9
2012-12-06 08:16,128.5
2012-12-06 08:17,129.0
2012-12-06 08:18,133.4
2012-12-06 08:19,128.6
2012-12-06 08:20,200.4
2012-12-06 08:21,142.1
2012-12-06 08:22,103.0
2012-12-06 08:23,105.1
2012-12-06 08:24,104.5
2012-12-06 08:25,100.0
2012-12-06 08:26,99.5
2012-12-06 08:27,98.3
2012-12-06 08:28,99.4
2012-12-06 08:29,98.7
2012-12-06 08:30,98.9
2012-12-06 08:31,98.4
2012-12-06 08:32,45.3
2012-12-06 08:33,45.8
2012-12-06 08:34,167.9
2012-12-06 08:35,166.8
2012-12-06 08:36,165.7
2012-12-06 08:37,182.1
2012-12-06 08:38,166.6
2012-12-06 08:39,165.0
2012-12-06 08:40,166.9
2012-12-06 08:41,166.7
2012-12-06 08:42,170.7
2012-12-06 08:43,164.2
2012-12-06 08:44,168.4
2012-12-06 08:45,168.3
2012-12-06 08:46,333.9
2012-12-06 08:47,167.4
2012-12-06 08:48,210.5
2012-12-06 08:49,310.1
2012-12-06 08:50,322.3
2012-12-06 08:51,424.6
2012-12-06 08:52,315.5
2012-12-06 08:53,372.4
2012-12-06 08:54,384.7
2012-12-06 08:55,369.6
2012-12-06 08:56,298.6
2012-12-06 08:57,258.3
2012-12-06 08:58,258.8
2012-12-06 08:59,261.7
2012-12-06 09:00,256.0
2012-12-06 09:01,295.7
2012-12-06 09:02,301.3
2012-12-06 09:03,88.4
2012-12-06 09:04,36.7
2012-12-06 09:05,41.7
2012-12-06 09:06,36.7
2012-12-06 09:07,37.1
2012-12-06 09:08,36.9
2012-12-06 09:09,37.6
2012-12-06 09:10,37.2
2012-12-06 09:11,38.8
2012-12-06 09:12,37.3
2012-12-06 09:13,37.2
2012-12-06 09:14,37.6
2012-12-06 09:15,37.3
2012-12-06 09:16,37.3
2012-12-06 09:17,52.5
2012-12-06 09:18,36.5
2012-12-06 09:19,37.5
2012-12-06 09:20,43.2
2012-12-06 09:21,38.1
2012-12-06 09:22,52.2
2012-12-06 09:23,37.4
2012-12-06 09:24,51.2
2012-12-06 09:25,36.6
2012-12-06 09:26,48.0
2012-12-06 09:27,93.0
2012-12-06 09:28,93.0
2012-12-06 09:29,93.7
2012-12-06 09:30,96.9
2012-12-06 09:31,92.4
2012-12-06 09:32,92.7
2012-12-06 09:33,91.2
2012-12-06 09:34,90.5
2012-12-06 09:35,151.5
2012-12-06 09:36,158.6
2012-12-06 09:37,160.5
2012-12-06 09:38,161.7
2012-12-06 09:39,110.7
2012-12-06 09:40,110.4
2012-12-06 09:41,108.6
2012-12-06 09:42,41.0
2012-12-06 09:43,38.1
2012-12-06 09:44,36.5
2012-12-06 09:45,50.7
2012-12-06 09:46,39.4
2012-12-06 09:47,37.8
2012-12-06 09:48,37.3
2012-12-06 09:49,36.8
2012-12-06 09:50,37.9
2012-12-06 09:51,37.0
2012-12-06 09:52,37.2
2012-12-06 09:53,38.6
2012-12-06 09:54,38.2
2012-12-06 09:55,37.4
2012-12-06 09:56,37.9
2012-12-06 09:57,52.6
2012-12-06 09:58,42.6
2012-12-06 09:59,37.6
2012-12-06 10:00,37.9
2012-12-06 10:01,37.5
2012-12-06 10:02,94.8
2012-12-06 10:03,94.4
2012-12-06 10:04,94.1
2012-12-06 10:05,92.9
2012-12-06 10:06,90.5
2012-12-06 10:07,92.3
2012-12-06 10:08,90.6
2012-12-06 10:09,112.2
2012-12-06 10:10,109.9
2012-12-06 10:11,90.4
2012-12-06 10:12,89.6
2012-12-06 10:13,37.0
2012-12-06 10:14,37.2
2012-12-06 10:15,36.6
2012-12-06 10:16,97.3
2012-12-06 10:17,104.3
2012-12-06 10:18,108.7
2012-12-06 10:19,107.1
2012-12-06 10:20,107.5
2012-12-06 10:21,109.0
2012-12-06 10:22,109.0
2012-12-06 10:23,35.2
2012-12-06 10:24,35.2
2012-12-06 10:25,35.2
2012-12-06 10:26,37.0
2012-12-06 10:27,37.0
2012-12-06 10:28,37.0
2012-12-06 10:29,37.0
2012-12-06 10:30,35.8
2012-12-06 10:31,35.8
2012-12-06 10:32,35.8
2012-12-06 10:33,37.4
2012-12-06 10:34,37.4
2012-12-06 10:35,34.8
2012-12-06 10:36,95.1
2012-12-06 10:37,99.2
2012-12-06 10:38,93.6
2012-12-06 10:39,90.7
2012-12-06 10:40,95.9
2012-12-06 10:41,90.0
2012-12-06 10:42,88.6
2012-12-06 10:43,90.0
2012-12-06 10:44,88.6
2012-12-06 10:45,89.8
2012-12-06 10:46,92.7
2012-12-06 10:47,34.4
2012-12-06 10:48,35.0
2012-12-06 10:49,50.8
2012-12-06 10:50,35.8
2012-12-06 10:51,36.7
2012-12-06 10:52,35.4
2012-12-06 10:53,36.3
2012-12-06 10:54,39.2
2012-12-06 10:55,35.9
2012-12-06 10:56,35.0
2012-12-06 10:57,279.7
2012-12-06 10:58,326.2
2012-12-06 10:59,107.6
2012-12-06 11:00,104.7
2012-12-06 11:01,106.3
2012-12-06 11:02,268.8
2012-12-06 11:03,269.5
2012-12-06 11:04,199.4
2012-12-06 11:05,1174.5
2012-12-06 11:06,1167.0
2012-12-06 11:07,1167.0
2012-12-06 11:08,1177.1
2012-12-06 11:09,1189.4
2012-12-06 11:10,95.6
2012-12-06 11:11,94.4
2012-12-06 11:12,109.6
2012-12-06 11:13,92.6
2012-12-06 11:14,107.6
2012-12-06 11:15,88.7
2012-12-06 11:16,104.4
2012-12-06 11:17,88.9
2012-12-06 11:18,88.3
2012-12-06 11:19,89.7
2012-12-06 11:20,88.3
2012-12-06 11:21,292.8
2012-12-06 11:22,61.8
2012-12-06 11:23,62.1
2012-12-06 11:24,63.8
2012-12-06 11:25,61.7
2012-12-06 11:26,202.7
2012-12-06 11:27,241.9
2012-12-06 11:28,243.7
2012-12-06 11:29,259.5
2012-12-06 11:30,79.6
2012-12-06 11:31,37.7
2012-12-06 11:32,36.0
2012-12-06 11:33,37.0
2012-12-06 11:34,271.5
2012-12-06 11:35,269.0
2012-12-06 11:36,106.0
2012-12-06 11:37,111.8
2012-12-06 11:38,105.8
2012-12-06 11:39,115.2
2012-12-06 11:40,103.9
2012-12-06 11:41,104.8
2012-12-06 11:42,37.8
2012-12-06 11:43,52.2
2012-12-06 11:44,94.0
2012-12-06 11:45,92.8
2012-12-06 11:46,92.7
2012-12-06 11:47,96.0
2012-12-06 11:48,90.5
2012-12-06 11:49,89.7
2012-12-06 11:50,89.2
2012-12-06 11:51,90.4
2012-12-06 11:52,104.1
2012-12-06 11:53,127.4
2012-12-06 11:54,132.3
2012-12-06 11:55,131.4
2012-12-06 11:56,77.6
2012-12-06 11:57,78.4
2012-12-06 11:58,77.6
2012-12-06 11:59,78.1
2012-12-06 12:00,79.1
2012-12-06 12:01,77.3
2012-12-06 12:02,92.4
2012-12-06 12:03,78.7
2012-12-06 12:04,81.9
2012-12-06 12:05,76.3
2012-12-06 12:06,93.6
2012-12-06 12:07,36.0
2012-12-06 12:08,62.8
2012-12-06 12:09,63.1
2012-12-06 12:10,64.9
2012-12-06 12:11,64.5
2012-12-06 12:12,63.1
2012-12-06 12:13,63.7
2012-12-06 12:14,79.5
2012-12-06 12:15,64.3
2012-12-06 12:16,69.2
2012-12-06 12:17,128.4
2012-12-06 12:18,132.5
2012-12-06 12:19,190.1
2012-12-06 12:20,192.2
2012-12-06 12:21,189.2
2012-12-06 12:22,201.6
2012-12-06 12:23,185.1
2012-12-06 12:24,186.4
2012-12-06 12:25,129.6
2012-12-06 12:26,197.5
2012-12-06 12:27,256.6
2012-12-06 12:28,205.3
2012-12-06 12:29,362.9
2012-12-06 12:30,322.9
2012-12-06 12:31,312.0
2012-12-06 12:32,309.8
2012-12-06 12:33,312.6
2012-12-06 12:34,311.2
2012-12-06 12:35,309.9
2012-12-06 12:36,311.9
2012-12-06 12:37,325.8
2012-12-06 12:38,325.5
2012-12-06 12:39,312.8
2012-12-06 12:40,313.7
2012-12-06 12:41,314.3
2012-12-06 12:42,318.7
2012-12-06 12:43,311.4
2012-12-06 12:44,312.7
2012-12-06 12:45,311.7
2012-12-06 12:46,310.9
2012-12-06 12:47,329.3
2012-12-06 12:48,310.0
2012-12-06 12:49,349.0
2012-12-06 12:50,349.5
2012-12-06 12:51,350.3
2012-12-06 12:52,355.3
2012-12-06 12:53,406.9
2012-12-06 12:54,470.4
2012-12-06 12:55,476.1
2012-12-06 12:56,475.1
2012-12-06 12:57,473.9
2012-12-06 12:58,488.6
2012-12-06 12:59,470.8
2012-12-06 13:00,472.2
2012-12-06 13:01,397.9
2012-12-06 13:02,397.9
2012-12-06 13:03,2532.7
2012-12-06 13:04,2532.7
2012-12-06 13:05,2471.4
2012-12-06 13:06,2471.4
2012-12-06 13:07,2471.4
2012-12-06 13:08,344.9
2012-12-06 13:09,344.9
2012-12-06 13:10,344.9
2012-12-06 13:11,344.9
2012-12-06 13:12,344.9
2012-12-06 13:13,348.2
2012-12-06 13:14,348.2
2012-12-06 13:15,348.2
2012-12-06 13:16,348.2
2012-12-06 13:17,1806.4
2012-12-06 13:18,1806.4
2012-12-06 13:19,1806.4
2012-12-06 13:20,1795.2
2012-12-06 13:21,1795.2
2012-12-06 13:22,1812.0
2012-12-06 13:23,1812.0
2012-12-06 13:24,1816.1
2012-12-06 13:25,1816.1
2012-12-06 13:26,1867.8
2012-12-06 13:27,1867.8
2012-12-06 13:28,1877.9
2012-12-06 13:29,1877.9
2012-12-06 13:30,1957.8
2012-12-06 13:31,1957.8
2012-12-06 13:32,1931.8
2012-12-06 13:33,1946.3
2012-12-06 13:34,1954.4
2012-12-06 13:35,472.6
2012-12-06 13:36,475.1
2012-12-06 13:37,1938.9
2012-12-06 13:38,467.6
2012-12-06 13:39,344.4
2012-12-06 13:40,345.1
2012-12-06 13:41,345.2
2012-12-06 13:42,344.2
2012-12-06 13:43,346.0
2012-12-06 13:44,346.9
2012-12-06 13:45,337.0
2012-12-06 13:46,335.5
2012-12-06 13:47,335.3
2012-12-06 13:48,336.3
2012-12-06 13:49,336.9
2012-12-06 13:50,339.1
2012-12-06 13:51,334.5
2012-12-06 13:52,189.7
2012-12-06 13:53,301.1
2012-12-06 13:54,254.4
2012-12-06 13:55,181.1
2012-12-06 13:56,161.0
2012-12-06 13:57,170.1
2012-12-06 13:58,162.7
2012-12-06 13:59,160.3
2012-12-06 14:00,220.7
2012-12-06 14:01,219.4
2012-12-06 14:02,219.4
2012-12-06 14:03,228.9
2012-12-06 14:04,222.5
2012-12-06 14:05,222.0
2012-12-06 14:06,315.3
2012-12-06 14:07,315.3
2012-12-06 14:08,323.9
2012-12-06 14:09,320.0
2012-12-06 14:10,398.7
2012-12-06 14:11,381.0
2012-12-06 14:12,345.6
2012-12-06 14:13,379.8
2012-12-06 14:14,340.1
2012-12-06 14:15,357.2
2012-12-06 14:16,339.1
2012-12-06 14:17,343.5
2012-12-06 14:18,343.8
2012-12-06 14:19,338.7
2012-12-06 14:20,287.2
2012-12-06 14:21,267.3
2012-12-06 14:22,268.8
2012-12-06 14:23,271.2
2012-12-06 14:24,267.8
2012-12-06 14:25,305.2
2012-12-06 14:26,302.4
2012-12-06 14:27,307.6
2012-12-06 14:28,310.1
2012-12-06 14:29,311.3
2012-12-06 14:30,307.4
2012-12-06 14:31,308.1
2012-12-06 14:32,304.9
2012-12-06 14:33,358.5
2012-12-06 14:34,359.6
2012-12-06 14:35,368.2
2012-12-06 14:36,359.1
2012-12-06 14:37,358.3
2012-12-06 14:38,354.9
2012-12-06 14:39,364.8
2012-12-06 14:40,359.5
2012-12-06 14:41,354.6
2012-12-06 14:42,355.0
2012-12-06 14:43,426.7
2012-12-06 14:44,423.7
2012-12-06 14:45,377.4
2012-12-06 14:46,382.5
2012-12-06 14:47,372.8
2012-12-06 14:48,373.4
2012-12-06 14:49,376.9
2012-12-06 14:50,375.8
2012-12-06 14:51,372.9
2012-12-06 14:52,373.4
2012-12-06 14:53,325.2
2012-12-06 14:54,324.0
2012-12-06 14:55,318.6
2012-12-06 14:56,330.1
2012-12-06 14:57,328.1
2012-12-06 14:58,347.4
2012-12-06 14:59,347.8
2012-12-06 15:00,366.5
2012-12-06 15:01,372.4
2012-12-06 15:02,368.0
2012-12-06 15:03,378.7
2012-12-06 15:04,384.2
2012-12-06 15:05,379.8
2012-12-06 15:06,441.7
2012-12-06 15:07,436.6
2012-12-06 15:08,434.8
2012-12-06 15:09,433.6
2012-12-06 15:10,441.3
2012-12-06 15:11,433.0
2012-12-06 15:12,428.0
2012-12-06 15:13,433.7
2012-12-06 15:14,439.4
2012-12-06 15:15,446.3
2012-12-06 15:16,428.9
2012-12-06 15:17,376.7
2012-12-06 15:18,377.0
2012-12-06 15:19,444.6
2012-12-06 15:20,462.1
2012-12-06 15:21,453.8
2012-12-06 15:22,454.5
2012-12-06 15:23,444.1
2012-12-06 15:24,459.0
2012-12-06 15:25,462.6
2012-12-06 15:26,465.0
2012-12-06 15:27,471.9
2012-12-06 15:28,362.6
